zabbix_host,train,type,coach,ip,mac,serial,config,firmware
50_4054_MAR3-B1,4054,SW,1,10.179.54.13,,sw3-train-4054,,
50_4054_MAR3-B1,4054,AP,2,10.179.54.35,,ap1-train-4054,,
50_4054_MAR3-B1,4054,AP,2,10.179.54.36,,ap2-train-4054,,
50_4054_MAR3-B1,4054,AP,2,10.179.54.37,,ap3-train-4054,,
50_4054_MAR3-B1,4054,AP,2,10.179.54.38,,ap4-train-4054,,
50_4054_MAR3-B1,4054,BOX,2,10.179.54.1,,box1-train-4054,,
50_4054_MAR3-B1,4054,SW,2,10.179.54.31,,sw1-train-4054,,
50_4054_MAR3-B1,4054,SW,2,10.179.54.32,,sw2-train-4054,,
50_4054_MAR3-B1,4054,SW,2,10.179.54.33,,sw3-train-4054,,
50_4054_MAR3-B1,4054,AP,3,10.179.54.45,,ap1-train-4054,,
50_4054_MAR3-B1,4054,AP,3,10.179.54.46,,ap2-train-4054,,
50_4054_MAR3-B1,4054,AP,3,10.179.54.47,,ap3-train-4054,,
50_4054_MAR3-B1,4054,AP,3,10.179.54.48,,ap4-train-4054,,
50_4054_MAR3-B1,4054,SW,3,10.179.54.41,,sw1-train-4054,,
50_4054_MAR3-B1,4054,SW,3,10.179.54.42,,sw2-train-4054,,
50_4054_MAR3-B1,4054,SW,3,10.179.54.43,,sw3-train-4054,,
50_4054_MAR3-B1,4054,AP,4,10.179.54.65,,ap1-train-4054,,
50_4054_MAR3-B1,4054,AP,4,10.179.54.66,,ap2-train-4054,,
50_4054_MAR3-B1,4054,AP,4,10.179.54.67,,ap3-train-4054,,
50_4054_MAR3-B1,4054,AP,4,10.179.54.68,,ap4-train-4054,,
50_4054_MAR3-B1,4054,SW,4,10.179.54.61,,sw1-train-4054,,
50_4054_MAR3-B1,4054,SW,4,10.179.54.62,,sw2-train-4054,,
50_4054_MAR3-B1,4054,SW,4,10.179.54.63,,sw3-train-4054,,
50_4061_MAR3-B1,4061,AP,1,10.179.61.15,,ap1-train-4061,,
50_4061_MAR3-B1,4061,AP,1,10.179.61.16,,ap2-train-4061,,
50_4061_MAR3-B1,4061,AP,1,10.179.61.17,,ap3-train-4061,,
50_4061_MAR3-B1,4061,AP,1,10.179.61.18,,ap4-train-4061,,
50_4061_MAR3-B1,4061,SW,1,10.179.61.11,,sw1-train-4061,,
50_4061_MAR3-B1,4061,SW,1,10.179.61.12,,sw2-train-4061,,
50_4061_MAR3-B1,4061,SW,1,10.179.61.13,,sw3-train-4061,,
50_4061_MAR3-B1,4061,AP,2,10.179.61.35,,ap1-train-4061,,
50_4061_MAR3-B1,4061,AP,2,10.179.61.36,,ap2-train-4061,,
50_4061_MAR3-B1,4061,AP,2,10.179.61.37,,ap3-train-4061,,
50_4061_MAR3-B1,4061,AP,2,10.179.61.38,,ap4-train-4061,,
50_4061_MAR3-B1,4061,BOX,2,10.179.61.1,,box1-train-4061,,
50_4061_MAR3-B1,4061,SW,2,10.179.61.31,,sw1-train-4061,,
50_4061_MAR3-B1,4061,SW,2,10.179.61.32,,sw2-train-4061,,
50_4061_MAR3-B1,4061,SW,2,10.179.61.33,,sw3-train-4061,,
50_4061_MAR3-B1,4061,AP,3,10.179.61.45,,ap1-train-4061,,
50_4061_MAR3-B1,4061,AP,3,10.179.61.46,,ap2-train-4061,,
50_4061_MAR3-B1,4061,AP,3,10.179.61.47,,ap3-train-4061,,
50_4061_MAR3-B1,4061,AP,3,10.179.61.48,,ap4-train-4061,,
50_4061_MAR3-B1,4061,SW,3,10.179.61.41,,sw1-train-4061,,
50_4061_MAR3-B1,4061,SW,3,10.179.61.42,,sw2-train-4061,,
50_4061_MAR3-B1,4061,SW,3,10.179.61.43,,sw3-train-4061,,
50_4061_MAR3-B1,4061,AP,4,10.179.61.65,,ap1-train-4061,,
50_4061_MAR3-B1,4061,AP,4,10.179.61.66,,ap2-train-4061,,
50_4061_MAR3-B1,4061,AP,4,10.179.61.67,,ap3-train-4061,,
50_4061_MAR3-B1,4061,AP,4,10.179.61.68,,ap4-train-4061,,
50_4061_MAR3-B1,4061,SW,4,10.179.61.61,,sw1-train-4061,,
50_4061_MAR3-B1,4061,SW,4,10.179.61.62,,sw2-train-4061,,
50_4061_MAR3-B1,4061,SW,4,10.179.61.63,,sw3-train-4061,,
50_4067_MAR3-B1,4067,AP,1,10.179.67.15,,ap1-train-4067,,
50_4067_MAR3-B1,4067,AP,1,10.179.67.16,,ap2-train-4067,,
50_4067_MAR3-B1,4067,AP,1,10.179.67.17,,ap3-train-4067,,
50_4067_MAR3-B1,4067,AP,1,10.179.67.18,,ap4-train-4067,,
50_4067_MAR3-B1,4067,SW,1,10.179.67.11,,sw1-train-4067,,
50_4067_MAR3-B1,4067,SW,1,10.179.67.12,,sw2-train-4067,,
50_4067_MAR3-B1,4067,SW,1,10.179.67.13,,sw3-train-4067,,
50_4067_MAR3-B1,4067,AP,2,10.179.67.35,,ap1-train-4067,,
50_4067_MAR3-B1,4067,AP,2,10.179.67.36,,ap2-train-4067,,
50_4067_MAR3-B1,4067,AP,2,10.179.67.37,,ap3-train-4067,,
50_4067_MAR3-B1,4067,AP,2,10.179.67.38,,ap4-train-4067,,
50_4067_MAR3-B1,4067,BOX,2,10.179.67.1,,box1-train-4067,,
50_4067_MAR3-B1,4067,SW,2,10.179.67.31,,sw1-train-4067,,
50_4067_MAR3-B1,4067,SW,2,10.179.67.32,,sw2-train-4067,,
50_4067_MAR3-B1,4067,SW,2,10.179.67.33,,sw3-train-4067,,
50_4067_MAR3-B1,4067,AP,3,10.179.67.45,,ap1-train-4067,,
50_4067_MAR3-B1,4067,AP,3,10.179.67.46,,ap2-train-4067,,
50_4067_MAR3-B1,4067,AP,3,10.179.67.47,,ap3-train-4067,,
50_4067_MAR3-B1,4067,AP,3,10.179.67.48,,ap4-train-4067,,
50_4067_MAR3-B1,4067,SW,3,10.179.67.41,,sw1-train-4067,,
50_4067_MAR3-B1,4067,SW,3,10.179.67.42,,sw2-train-4067,,
50_4067_MAR3-B1,4067,SW,3,10.179.67.43,,sw3-train-4067,,
50_4067_MAR3-B1,4067,AP,4,10.179.67.65,,ap1-train-4067,,
50_4067_MAR3-B1,4067,AP,4,10.179.67.66,,ap2-train-4067,,
50_4067_MAR3-B1,4067,AP,4,10.179.67.67,,ap3-train-4067,,
50_4067_MAR3-B1,4067,AP,4,10.179.67.68,,ap4-train-4067,,
50_4067_MAR3-B1,4067,SW,4,10.179.67.61,,sw1-train-4067,,
50_4067_MAR3-B1,4067,SW,4,10.179.67.62,,sw2-train-4067,,
50_4067_MAR3-B1,4067,SW,4,10.179.67.63,,sw3-train-4067,,
50_4122_MAR3-B1,4122,SW,1,10.179.122.204,A0:59:3A:D0:58:A0,240709,4t-A1-v3-250,7.4.2
50_4122_MAR3-B1,4122,SW,1,7.7.7.7,DOWN:A2,unknown,A2 UNKNOWN (not seen this scan (discovery incomplete)),A2 UNKNOWN
50_4122_MAR3-B1,4122,SW,1,7.7.7.7,DOWN:A3,unknown,A3 UNKNOWN (not seen this scan (discovery incomplete)),A3 UNKNOWN
50_4122_MAR3-B1,4122,BOX,2,10.179.122.1,7C:70:BC:70:D9:83,box1-t122.dostoneu-bench.21net.com,2026.1.3 - 85a7fd76 - _,6.1.0-47-amd64
50_4122_MAR3-B1,4122,SW,2,10.179.122.200,A0:59:3A:D0:60:E0,240775,nv4-G1-v8-250,7.4.8
50_4122_MAR3-B1,4122,SW,2,7.7.7.7,DOWN:G2,unknown,G2 UNKNOWN (not seen this scan (discovery incomplete)),G2 UNKNOWN
50_4122_MAR3-B1,4122,SW,2,7.7.7.7,DOWN:G3,unknown,G3 UNKNOWN (not seen this scan (discovery incomplete)),G3 UNKNOWN
50_4122_MAR3-B1,4122,AP,3,,,,,
50_4122_MAR3-B1,4122,SW,3,10.179.122.201,A0:59:3A:D0:5C:C0,240742,nv4-E2-v8-250,7.4.8
50_4122_MAR3-B1,4122,SW,3,10.179.122.202,A0:59:3A:D0:5C:80,240740,nv4-E3-v8-250,7.4.8
50_4122_MAR3-B1,4122,SW,3,7.7.7.7,DOWN:E1,unknown,E1 UNKNOWN (not seen this scan (discovery incomplete)),E1 UNKNOWN
50_4122_MAR3-B1,4122,SW,4,10.179.122.179,A0:59:3A:D0:5D:20,240745,nv4-B2-v8-250,7.4.8
50_4122_MAR3-B1,4122,SW,4,7.7.7.7,DOWN:B1,unknown,B1 UNKNOWN (not seen this scan (discovery incomplete)),B1 UNKNOWN
50_4122_MAR3-B1,4122,SW,4,7.7.7.7,DOWN:B3,unknown,B3 UNKNOWN (not seen this scan (discovery incomplete)),B3 UNKNOWN
50_4124_MAR3-B1,4124,AP,2,,,,,
50_4124_MAR3-B1,4124,AP,2,,,,,
50_4124_MAR3-B1,4124,AP,2,,,,,
50_4124_MAR3-B1,4124,AP,2,,,,,
50_4124_MAR3-B1,4124,BOX,2,10.179.124.1,7C:70:BC:70:D2:A3,box1-t124.dostoneu-bench.21net.com,2026.1.3 - 85a7fd76 - _,6.1.0-47-amd64
50_4124_MAR3-B1,4124,BOX,2,10.179.124.10,7C:70:BC:70:D8:BB,unknown,unknown,unknown
50_4124_MAR3-B1,4124,SW,2,10.179.124.178,A0:59:3A:D0:37:00,230440,nv4-G2-v5-124,7.4.2
50_4124_MAR3-B1,4124,SW,2,10.179.124.180,A0:59:3A:D0:34:C0,230422,nv4-G1-v5-124,7.4.2
50_4124_MAR3-B1,4124,SW,2,10.179.124.181,A0:59:3A:D0:35:60,230427,nv4-G3-v5-124,7.4.2
50_5041_MAR3-B1,5041,AP,1,10.179.41.222,00:14:5A:04:B0:FA,3623-073001-1-05-00001576-2442,AP4-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,1,10.179.41.223,00:14:5A:04:E4:CF,3623-073001-1-05-00001829-2519,AP2-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,1,10.179.41.227,00:14:5A:04:B1:08,3623-073001-1-05-00001578-2442,AP3-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,1,10.179.41.231,00:14:5A:04:AF:E7,3623-073001-1-05-00001522-2442,AP1-v1,6.10.0-0
50_5041_MAR3-B1,5041,SW,1,10.179.41.179,A0:59:3A:D0:8A:80,251108,fv5-A2-v3-231,7.4.2
50_5041_MAR3-B1,5041,SW,1,10.179.41.185,A0:59:3A:D0:8C:E0,251127,fv5-A3-v3-231,7.4.2
50_5041_MAR3-B1,5041,SW,1,10.179.41.189,A0:59:3A:D0:89:A0,251101,fv5-A1-v6m-231,7.4.2
50_5041_MAR3-B1,5041,AP,2,10.179.41.220,00:14:5A:04:E5:1F,3623-073001-1-05-00001838-2519,AP4-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,2,10.179.41.233,00:14:5A:04:E4:AF,3623-073001-1-05-00001821-2519,AP2-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,2,10.179.41.236,00:14:5A:04:E4:97,3623-073001-1-05-00001815-2519,AP1-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,2,10.179.41.237,00:14:5A:04:B0:DE,3623-073001-1-05-00001572-2442,AP3-v1,6.10.0-0
50_5041_MAR3-B1,5041,BOX,2,10.179.41.1,7C:70:BC:70:E0:8D,box1-t41.dostoneu-fv5.21net.com,2025.2.1 - 8cc76f14 - _,6.1.0-31-amd64
50_5041_MAR3-B1,5041,SW,2,10.179.41.178,A0:59:3A:D0:8C:20,251121,fv5-C2-v3-231,7.4.2
50_5041_MAR3-B1,5041,SW,2,10.179.41.181,A0:59:3A:D0:8A:40,251106,fv5-C3-v8-231,7.4.2
50_5041_MAR3-B1,5041,SW,2,10.179.41.184,A0:59:3A:D0:8E:A0,251141,fv5-C1-v8-231,7.4.2
50_5041_MAR3-B1,5041,AP,3,10.179.41.221,00:14:5A:04:62:77,3623-073001-1-05-00000782-2341,AP4-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,3,10.179.41.224,00:14:5A:04:E5:37,3623-073001-1-05-00001843-2519,AP3-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,3,10.179.41.226,00:14:5A:04:E6:39,3623-073001-1-05-00001898-2519,AP1-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,3,10.179.41.234,00:14:5A:04:E4:7C,3623-073001-1-05-00001809-2519,AP2-v1,6.10.0-0
50_5041_MAR3-B1,5041,SW,3,10.179.41.180,A0:59:3A:D0:8E:60,251139,fv5-E1-v3-231,7.4.2
50_5041_MAR3-B1,5041,SW,3,10.179.41.188,A0:59:3A:D0:8D:20,251129,fv5-E2-v3-231,7.4.2
50_5041_MAR3-B1,5041,SW,3,10.179.41.191,A0:59:3A:D0:8A:A0,251109,fv5-E3-v3-231,7.4.2
50_5041_MAR3-B1,5041,AP,4,10.179.41.218,00:14:5A:04:E4:78,3623-073001-1-05-00001808-2519,AP4-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,4,10.179.41.219,00:14:5A:04:E6:BD,3623-073001-1-05-00001931-2519,AP3-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,4,10.179.41.225,00:14:5A:04:E6:05,3623-073001-1-05-00001885-2519,AP2-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,4,10.179.41.232,00:14:5A:04:EF:31,3623-073001-1-05-00001987-2519,AP1-v1,6.10.0-0
50_5041_MAR3-B1,5041,SW,4,10.179.41.183,A0:59:3A:D0:8D:A0,251133,fv5-E3-v8-231,7.4.2
50_5041_MAR3-B1,5041,SW,4,10.179.41.190,A0:59:3A:D0:9F:E0,251279,fv5-E2-v8-041,7.4.2
50_5041_MAR3-B1,5041,SW,4,10.179.41.192,A0:59:3A:D0:8A:00,251104,fv5-E1-v8-231,7.4.2
50_5041_MAR3-B1,5041,AP,5,10.179.41.228,00:14:5A:04:E6:D9,3623-073001-1-05-00001938-2519,AP2-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,5,10.179.41.229,00:14:5A:04:E4:5E,3623-073001-1-05-00001803-2519,AP1-v1,6.10.0-0
50_5041_MAR3-B1,5041,AP,5,10.179.41.230,00:14:5A:04:E6:C5,3623-073001-1-05-00001933-2519,unknown,unknown
50_5041_MAR3-B1,5041,AP,5,10.179.41.235,00:14:5A:04:E5:F9,3623-073001-1-05-00001882-2519,AP3-v1,6.10.0-0
50_5041_MAR3-B1,5041,SW,5,10.179.41.182,A0:59:3A:D0:8D:60,251131,fv5-F1-v8-041,7.4.2
50_5041_MAR3-B1,5041,SW,5,10.179.41.186,A0:59:3A:D0:89:80,251100,fv5-B2-v3-231,7.4.2
50_5041_MAR3-B1,5041,SW,5,10.179.41.187,A0:59:3A:D0:8D:40,251130,fv5-F3-v8-231,7.4.2
50_6001_MAR3-B1,6001,AP,1,10.179.1.15,,ap1-train-6001,,
50_6001_MAR3-B1,6001,AP,1,10.179.1.16,,ap2-train-6001,,
50_6001_MAR3-B1,6001,AP,1,10.179.1.17,,ap3-train-6001,,
50_6001_MAR3-B1,6001,AP,1,10.179.1.18,,ap4-train-6001,,
50_6001_MAR3-B1,6001,SW,1,10.179.1.11,,sw1-train-6001,,
50_6001_MAR3-B1,6001,SW,1,10.179.1.12,,sw2-train-6001,,
50_6001_MAR3-B1,6001,SW,1,10.179.1.13,,sw3-train-6001,,
50_6001_MAR3-B1,6001,AP,2,10.179.1.25,,ap1-train-6001,,
50_6001_MAR3-B1,6001,AP,2,10.179.1.26,,ap2-train-6001,,
50_6001_MAR3-B1,6001,AP,2,10.179.1.27,,ap3-train-6001,,
50_6001_MAR3-B1,6001,AP,2,10.179.1.28,,ap4-train-6001,,
50_6001_MAR3-B1,6001,SW,2,10.179.1.21,,sw1-train-6001,,
50_6001_MAR3-B1,6001,SW,2,10.179.1.22,,sw2-train-6001,,
50_6001_MAR3-B1,6001,SW,2,10.179.1.23,,sw3-train-6001,,
50_6001_MAR3-B1,6001,AP,3,10.179.1.35,,ap1-train-6001,,
50_6001_MAR3-B1,6001,AP,3,10.179.1.36,,ap2-train-6001,,
50_6001_MAR3-B1,6001,AP,3,10.179.1.37,,ap3-train-6001,,
50_6001_MAR3-B1,6001,AP,3,10.179.1.38,,ap4-train-6001,,
50_6001_MAR3-B1,6001,BOX,3,10.179.1.1,,box1-train-6001,,
50_6001_MAR3-B1,6001,SW,3,10.179.1.31,,sw1-train-6001,,
50_6001_MAR3-B1,6001,SW,3,10.179.1.32,,sw2-train-6001,,
50_6001_MAR3-B1,6001,SW,3,10.179.1.33,,sw3-train-6001,,
50_6001_MAR3-B1,6001,AP,4,10.179.1.45,,ap1-train-6001,,
50_6001_MAR3-B1,6001,AP,4,10.179.1.46,,ap2-train-6001,,
50_6001_MAR3-B1,6001,AP,4,10.179.1.47,,ap3-train-6001,,
50_6001_MAR3-B1,6001,AP,4,10.179.1.48,,ap4-train-6001,,
50_6001_MAR3-B1,6001,SW,4,10.179.1.41,,sw1-train-6001,,
50_6001_MAR3-B1,6001,SW,4,10.179.1.42,,sw2-train-6001,,
50_6001_MAR3-B1,6001,SW,4,10.179.1.43,,sw3-train-6001,,
50_6001_MAR3-B1,6001,AP,5,10.179.1.55,,ap1-train-6001,,
50_6001_MAR3-B1,6001,AP,5,10.179.1.56,,ap2-train-6001,,
50_6001_MAR3-B1,6001,AP,5,10.179.1.57,,ap3-train-6001,,
50_6001_MAR3-B1,6001,AP,5,10.179.1.58,,ap4-train-6001,,
50_6001_MAR3-B1,6001,SW,5,10.179.1.51,,sw1-train-6001,,
50_6001_MAR3-B1,6001,SW,5,10.179.1.52,,sw2-train-6001,,
50_6001_MAR3-B1,6001,SW,5,10.179.1.53,,sw3-train-6001,,
50_6001_MAR3-B1,6001,AP,6,10.179.1.65,,ap1-train-6001,,
50_6001_MAR3-B1,6001,AP,6,10.179.1.66,,ap2-train-6001,,
50_6001_MAR3-B1,6001,AP,6,10.179.1.67,,ap3-train-6001,,
50_6001_MAR3-B1,6001,AP,6,10.179.1.68,,ap4-train-6001,,
50_6001_MAR3-B1,6001,SW,6,10.179.1.61,,sw1-train-6001,,
50_6001_MAR3-B1,6001,SW,6,10.179.1.62,,sw2-train-6001,,
50_6001_MAR3-B1,6001,SW,6,10.179.1.63,,sw3-train-6001,,
50_6002_MAR3-B1,6002,AP,1,10.179.2.219,00:14:5A:04:62:A3,3623-073001-1-05-00000793-2341,AP4-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,1,10.179.2.228,00:14:5A:04:B2:69,3623-073001-1-05-00001632-2442,AP3-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,1,10.179.2.229,00:14:5A:04:47:6E,3623-073001-1-05-00000555-2319,AP2-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,1,10.179.2.230,00:14:5A:04:47:7A,3623-073001-1-05-00000558-2319,AP1-v1,6.11.2-0
50_6002_MAR3-B1,6002,SW,1,10.179.2.182,A0:59:3A:D0:68:E0,240839,nv6-A2-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,1,10.179.2.191,A0:59:3A:D0:7C:C0,240998,nv6-A3-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,1,10.179.2.194,A0:59:3A:D0:58:E0,240711,nv6-A1-v8-148,7.4.2
50_6002_MAR3-B1,6002,AP,2,10.179.2.220,00:14:5A:04:E4:86,3623-073001-1-05-00001811-2519,AP3-v1,6.10.0-0
50_6002_MAR3-B1,6002,AP,2,10.179.2.221,00:14:5A:04:8C:42,3623-073001-1-05-00001476-2419,AP4-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,2,10.179.2.232,00:14:5A:04:8F:8A,3623-073001-1-05-00001511-2420,AP2-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,2,10.179.2.233,00:14:5A:04:E4:D7,3623-073001-1-05-00001831-2519,AP1-v1,6.11.2-0
50_6002_MAR3-B1,6002,SW,2,10.179.2.185,A0:59:3A:D0:7A:E0,240983,nv6-C1-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,2,10.179.2.187,A0:59:3A:D0:7B:E0,240991,nv6-C3-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,2,10.179.2.189,A0:59:3A:D0:77:40,240954,nv6-C2-v8-148,7.4.2
50_6002_MAR3-B1,6002,AP,3,10.179.2.223,00:14:5A:04:46:F3,3623-073001-1-05-00000531-2319,AP3-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,3,10.179.2.224,00:14:5A:04:8B:FD,3623-073001-1-05-00001467-2419,AP4-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,3,10.179.2.231,00:14:5A:04:B0:5F,3623-073001-1-05-00001552-2442,AP2-v1,6.11.2-0
50_6002_MAR3-B1,6002,AP,3,10.179.2.236,00:14:5A:04:8E:62,3623-073001-1-05-00001494-2419,AP1-v1,6.11.2-0
50_6002_MAR3-B1,6002,BOX,3,10.179.2.1,7C:70:BC:70:D2:73,box1-t2.dostoneu-nv6.21net.com,2025.2.1 - d79f96d8 - _,6.1.0-31-amd64
50_6002_MAR3-B1,6002,SW,3,10.179.2.179,A0:59:3A:D0:56:60,240691,nv6-D2-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,3,10.179.2.183,A0:59:3A:D0:3B:80,230476,nv6-D1-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,3,10.179.2.188,A0:59:3A:D0:58:40,240706,nv6-D3-v8-148,7.4.2
50_6002_MAR3-B1,6002,AP,4,,,,,
50_6002_MAR3-B1,6002,AP,4,,,,,
50_6002_MAR3-B1,6002,AP,4,10.179.2.238,00:14:5A:04:E4:D3,3623-073001-1-05-00001830-2519,AP2m-v1-00145a04e4d3,6.11.2-0
50_6002_MAR3-B1,6002,AP,4,10.179.2.240,00:14:5A:04:E5:8F,3623-073001-1-05-00001856-2519,AP1m-v1-00145a04e58f,6.11.2-0
50_6002_MAR3-B1,6002,SW,4,,,,,
50_6002_MAR3-B1,6002,SW,4,10.179.2.178,A0:59:3A:D0:5F:A0,240765,nv6-E1-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,4,10.179.2.193,A0:59:3A:D0:76:00,240944,nv6-E2-v8-148,7.4.2
50_6002_MAR3-B1,6002,AP,5,10.179.2.218,00:14:5A:04:B0:0B,3623-073001-1-05-00001531-2442,AP4m-v1-00145a04b00b,6.11.2-0
50_6002_MAR3-B1,6002,AP,5,10.179.2.226,00:14:5A:04:E5:A3,3623-073001-1-05-00001861-2519,AP3m-v1-00145a04e5a3,6.11.2-0
50_6002_MAR3-B1,6002,AP,5,10.179.2.227,00:14:5A:04:E4:64,3623-073001-1-05-00001804-2519,AP3m-v1-00145a04e464,6.11.2-0
50_6002_MAR3-B1,6002,AP,5,10.179.2.237,00:14:5A:04:E4:70,3623-073001-1-05-00001806-2519,AP1m-v1-00145a04e470,6.11.2-0
50_6002_MAR3-B1,6002,SW,5,10.179.2.180,A0:59:3A:D0:7D:E0,241007,nv6-F1-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,5,10.179.2.190,A0:59:3A:D0:80:40,241026,nv6-F3-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,5,10.179.2.192,A0:59:3A:D0:33:E0,230415,nv6-E3-v8-148,7.4.2
50_6002_MAR3-B1,6002,AP,6,10.179.2.225,00:14:5A:04:E5:CF,3623-073001-1-05-00001872-2519,AP4m-v1-00145a04e5cf,6.11.2-0
50_6002_MAR3-B1,6002,AP,6,10.179.2.234,00:14:5A:04:E5:DB,3623-073001-1-05-00001875-2519,AP3m-v1-00145a04e5db,6.11.2-0
50_6002_MAR3-B1,6002,AP,6,10.179.2.235,00:14:5A:04:E4:CB,3623-073001-1-05-00001828-2519,AP2m-v1-00145a04e4cb,6.11.2-0
50_6002_MAR3-B1,6002,AP,6,10.179.2.239,00:14:5A:04:E5:83,3623-073001-1-05-00001854-2519,AP1m-v1-00145a04e583,6.11.2-0
50_6002_MAR3-B1,6002,SW,6,10.179.2.181,A0:59:3A:D0:7D:40,241002,nv6-B3-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,6,10.179.2.184,A0:59:3A:D0:6D:80,240876,nv6-B2-v8-148,7.4.2
50_6002_MAR3-B1,6002,SW,6,10.179.2.186,A0:59:3A:D0:7B:60,240987,nv6-B1-v8-148,7.4.2
50_6007_MAR3-B1,6007,AP,1,10.179.7.222,00:14:5A:04:1C:FA,3623-073001-1-04-00000116-2206,AP4-v1-00145a041cfa,6.10.0-0
50_6007_MAR3-B1,6007,AP,1,10.179.7.231,00:14:5A:04:30:E3,3623-073001-1-05-00000237-2243,AP1-v1-00145a0430e3,6.11.2-0
50_6007_MAR3-B1,6007,AP,1,10.179.7.233,00:14:5A:04:30:F9,3623-073001-1-05-00000241-2243,AP3-v1-00145a0430f9,6.11.2-0
50_6007_MAR3-B1,6007,AP,1,10.179.7.237,00:14:5A:04:1C:BD,3623-073001-1-04-00000102-2206,AP2-v1-00145a041cbd,6.11.2-0
50_6007_MAR3-B1,6007,SW,1,10.179.7.186,A0:59:3A:D0:20:60,230259,nv6-A1-v8-129,7.4.2
50_6007_MAR3-B1,6007,SW,1,10.179.7.189,A0:59:3A:D0:20:00,230256,nv6-A2-v8-129,7.4.2
50_6007_MAR3-B1,6007,SW,1,10.179.7.191,A0:59:3A:D0:20:40,230258,nv6-A3-v8-129,7.4.2
50_6007_MAR3-B1,6007,AP,2,10.179.7.219,00:14:5A:04:30:A5,3623-073001-1-05-00000225-2243,AP4-v1-00145a0430a5,6.10.0-0
50_6007_MAR3-B1,6007,AP,2,10.179.7.221,00:14:5A:04:58:A3,3623-073001-1-05-00000682-2333,AP3-v1-00145a0458a3,6.10.0-0
50_6007_MAR3-B1,6007,AP,2,10.179.7.228,00:14:5A:04:30:C1,3623-073001-1-05-00000230-2243,AP2-v1-00145a0430c1,6.10.0-0
50_6007_MAR3-B1,6007,AP,2,10.179.7.240,00:14:5A:04:30:89,3623-073001-1-05-00000220-2243,AP1-v1-00145a043089,6.11.2-0
50_6007_MAR3-B1,6007,SW,2,10.179.7.184,A0:59:3A:D0:2F:20,230377,nv6-C1-v8-129,7.4.2
50_6007_MAR3-B1,6007,SW,2,10.179.7.195,A0:59:3A:D0:2F:80,230380,nv6-C3-v8-129,7.4.2
50_6007_MAR3-B1,6007,SW,2,10.179.7.196,A0:59:3A:D0:2F:40,230378,nv6-C2-v8-129,7.4.2
50_6007_MAR3-B1,6007,AP,3,10.179.7.220,00:14:5A:04:30:75,3623-073001-1-05-00000217-2243,AP4-v1-00145a043075,6.10.0-0
50_6007_MAR3-B1,6007,AP,3,10.179.7.223,00:14:5A:04:30:91,3623-073001-1-05-00000221-2243,AP3-v1-00145a043091,6.10.0-0
50_6007_MAR3-B1,6007,AP,3,10.179.7.229,00:14:5A:04:1C:C3,3623-073001-1-04-00000103-2206,AP2-v1-00145a041cc3,6.10.0-0
50_6007_MAR3-B1,6007,AP,3,10.179.7.241,00:14:5A:04:58:CB,3623-073001-1-05-00000692-2333,AP1-v1-00145a0458cb,6.11.2-0
50_6007_MAR3-B1,6007,BOX,3,10.179.7.1,7C:70:BC:70:D2:93,box1-t7.dostoneu-nv6.21net.com,2025.2.1 - d79f96d8 - _,6.1.0-31-amd64
50_6007_MAR3-B1,6007,SW,3,10.179.7.180,A0:59:3A:D0:28:60,230323,nv6-D3-v8-129,7.4.2
50_6007_MAR3-B1,6007,SW,3,10.179.7.182,A0:59:3A:D0:28:20,230321,nv6-D2-v8-129,7.4.2
50_6007_MAR3-B1,6007,SW,3,10.179.7.192,A0:59:3A:D0:38:20,230449,nv6-D1-v8-129,7.4.2
50_6007_MAR3-B1,6007,AP,4,10.179.7.230,00:14:5A:04:56:70,3623-073001-1-05-00000650-2333,AP3m-v1-00145a045670,6.10.0-0
