zabbix_host,train,type,coach,ip,mac,serial,config,firmware
50_4037_MAR3-B1,4037,AP,2,10.179.37.231,00:14:5A:04:B4:C6,3623-073001-1-05-00001729-2442,AP1-v1,6.11.2-0
50_4037_MAR3-B1,4037,AP,2,10.179.37.233,00:14:5A:04:B4:DF,3623-073001-1-05-00001731-2442,AP2-v1,6.11.2-0
50_4037_MAR3-B1,4037,BOX,2,10.179.37.1,7C:70:BC:70:D9:20,box1-t37.dostoneu-nv4.21net.com,2025.2.1 - ceef952f - _,6.1.0-31-amd64
50_4037_MAR3-B1,4037,SW,2,10.179.37.182,A0:59:3A:D0:90:E0,251159,nv4-G3-v8-012,7.4.2
50_4037_MAR3-B1,4037,SW,2,10.179.37.183,A0:59:3A:D0:91:C0,251166,nv4-G1-v8-012,7.4.2
50_4037_MAR3-B1,4037,SW,2,10.179.37.185,A0:59:3A:D0:94:20,251185,nv4-G2-v8-012,7.4.2
50_4037_MAR3-B1,4037,AP,3,10.179.37.220,00:14:5A:04:B0:27,3623-073001-1-05-00001538-2442,AP4m-v1-00145a04b027,6.10.0-0
50_4037_MAR3-B1,4037,AP,3,10.179.37.224,00:14:5A:04:AE:0A,3623-073001-1-05-00001739-2444,AP3m-v1-00145a04ae0a,6.10.0-0
50_4037_MAR3-B1,4037,AP,3,10.179.37.230,00:14:5A:04:AF:EF,3623-073001-1-05-00001524-2442,AP2m-v1-00145a04afef,6.10.0-0
50_4037_MAR3-B1,4037,AP,3,10.179.37.232,00:14:5A:04:B3:FF,3623-073001-1-05-00001710-2442,AP1m-v1-00145a04b3ff,6.10.0-0
50_4037_MAR3-B1,4037,SW,3,10.179.37.179,A0:59:3A:D0:95:20,251193,nv4-E1-v8-012,7.4.2
50_4037_MAR3-B1,4037,SW,3,10.179.37.184,A0:59:3A:D0:97:20,251209,nv4-E2-v8-012,7.4.2
50_4037_MAR3-B1,4037,SW,3,10.179.37.187,A0:59:3A:D0:98:80,251220,nv4-E3-v8-012,7.4.2
50_4037_MAR3-B1,4037,AP,4,10.179.37.218,00:14:5A:04:B3:08,3623-073001-1-05-00001660-2442,AP1m-v1-00145a04b308,6.10.0-0
50_4037_MAR3-B1,4037,AP,4,10.179.37.221,00:14:5A:04:B0:6B,3623-073001-1-05-00001555-2442,AP4m-v1-00145a04b06b,6.10.0-0
50_4037_MAR3-B1,4037,AP,4,10.179.37.223,00:14:5A:04:B0:57,3623-073001-1-05-00001550-2442,AP3m-v1-00145a04b057,6.10.0-0
50_4037_MAR3-B1,4037,AP,4,10.179.37.229,00:14:5A:04:AD:C2,3623-073001-1-05-00001776-2444,AP2m-v1-00145a04adc2,6.10.0-0
50_4037_MAR3-B1,4037,SW,4,10.179.37.181,A0:59:3A:D0:93:20,251177,nv4-B1-v8-012,7.4.2
50_4037_MAR3-B1,4037,SW,4,10.179.37.186,A0:59:3A:D0:93:00,251176,nv4-B3-v8-012,7.4.2
50_4037_MAR3-B1,4037,SW,4,10.179.37.188,A0:59:3A:D0:48:C0,230582,nv4-B2-v8-012,7.4.2
50_4038_MAR3-B1,4038,AP,1,10.179.38.15,,ap1-train-4038,,
50_4038_MAR3-B1,4038,AP,1,10.179.38.16,,ap2-train-4038,,
50_4038_MAR3-B1,4038,AP,1,10.179.38.17,,ap3-train-4038,,
50_4038_MAR3-B1,4038,AP,1,10.179.38.18,,ap4-train-4038,,
50_4038_MAR3-B1,4038,SW,1,10.179.38.11,,sw1-train-4038,,
50_4038_MAR3-B1,4038,SW,1,10.179.38.12,,sw2-train-4038,,
50_4038_MAR3-B1,4038,SW,1,10.179.38.13,,sw3-train-4038,,
50_4038_MAR3-B1,4038,AP,2,10.179.38.35,,ap1-train-4038,,
50_4038_MAR3-B1,4038,AP,2,10.179.38.36,,ap2-train-4038,,
50_4038_MAR3-B1,4038,AP,2,10.179.38.37,,ap3-train-4038,,
50_4038_MAR3-B1,4038,AP,2,10.179.38.38,,ap4-train-4038,,
50_4038_MAR3-B1,4038,BOX,2,10.179.38.1,,box1-train-4038,,
50_4038_MAR3-B1,4038,SW,2,10.179.38.31,,sw1-train-4038,,
50_4038_MAR3-B1,4038,SW,2,10.179.38.32,,sw2-train-4038,,
50_4038_MAR3-B1,4038,SW,2,10.179.38.33,,sw3-train-4038,,
50_4038_MAR3-B1,4038,AP,3,10.179.38.45,,ap1-train-4038,,
50_4038_MAR3-B1,4038,AP,3,10.179.38.46,,ap2-train-4038,,
50_4038_MAR3-B1,4038,AP,3,10.179.38.47,,ap3-train-4038,,
50_4038_MAR3-B1,4038,AP,3,10.179.38.48,,ap4-train-4038,,
50_4038_MAR3-B1,4038,SW,3,10.179.38.41,,sw1-train-4038,,
50_4038_MAR3-B1,4038,SW,3,10.179.38.42,,sw2-train-4038,,
50_4038_MAR3-B1,4038,SW,3,10.179.38.43,,sw3-train-4038,,
50_4038_MAR3-B1,4038,AP,4,10.179.38.65,,ap1-train-4038,,
50_4038_MAR3-B1,4038,AP,4,10.179.38.66,,ap2-train-4038,,
50_4038_MAR3-B1,4038,AP,4,10.179.38.67,,ap3-train-4038,,
50_4038_MAR3-B1,4038,AP,4,10.179.38.68,,ap4-train-4038,,
50_4038_MAR3-B1,4038,SW,4,10.179.38.61,,sw1-train-4038,,
50_4038_MAR3-B1,4038,SW,4,10.179.38.62,,sw2-train-4038,,
50_4038_MAR3-B1,4038,SW,4,10.179.38.63,,sw3-train-4038,,
50_4039_MAR3-B1,4039,AP,1,,,,,
50_4039_MAR3-B1,4039,AP,1,,,,,
50_4039_MAR3-B1,4039,AP,1,,,,,
50_4039_MAR3-B1,4039,AP,1,,,,,
50_4039_MAR3-B1,4039,SW,1,,,,,
50_4039_MAR3-B1,4039,SW,1,,,,,
50_4039_MAR3-B1,4039,SW,1,,,,,
50_4039_MAR3-B1,4039,AP,2,,,,,
50_4039_MAR3-B1,4039,AP,2,,,,,
50_4039_MAR3-B1,4039,AP,2,,,,,
50_4039_MAR3-B1,4039,AP,2,,,,,
50_4039_MAR3-B1,4039,BOX,2,10.179.39.1,UNKNOWN,box1-t39.dostoneu-nv4.21net.com,2025.2.1 - ceef952f - _,6.1.0-31-amd64
50_4039_MAR3-B1,4039,SW,2,,,,,
50_4039_MAR3-B1,4039,SW,2,,,,,
50_4039_MAR3-B1,4039,SW,2,,,,,
50_4039_MAR3-B1,4039,AP,3,,,,,
50_4039_MAR3-B1,4039,AP,3,,,,,
50_4039_MAR3-B1,4039,AP,3,,,,,
50_4039_MAR3-B1,4039,AP,3,,,,,
50_4039_MAR3-B1,4039,SW,3,,,,,
50_4039_MAR3-B1,4039,SW,3,,,,,
50_4039_MAR3-B1,4039,SW,3,,,,,
50_4039_MAR3-B1,4039,AP,4,,,,,
50_4039_MAR3-B1,4039,AP,4,,,,,
50_4039_MAR3-B1,4039,AP,4,,,,,
50_4039_MAR3-B1,4039,AP,4,,,,,
50_4039_MAR3-B1,4039,SW,4,,,,,
50_4039_MAR3-B1,4039,SW,4,,,,,
50_4039_MAR3-B1,4039,SW,4,,,,,
50_4044_MAR3-B1,4044,AP,1,10.179.44.218,00:14:5A:04:B2:9D,3623-073001-1-05-00001640-2442,AP4-v1,6.11.2-0
50_4044_MAR3-B1,4044,AP,1,10.179.44.222,00:14:5A:04:AF:F7,3623-073001-1-05-00001526-2442,AP1-v1,6.11.2-0
50_4044_MAR3-B1,4044,AP,1,10.179.44.223,00:14:5A:04:B4:49,3623-073001-1-05-00001718-2442,AP3-v1,6.11.2-0
50_4044_MAR3-B1,4044,AP,1,10.179.44.228,00:14:5A:04:B0:43,3623-073001-1-05-00001545-2442,AP2-v1,6.11.2-0
50_4044_MAR3-B1,4044,SW,1,10.179.44.184,A0:59:3A:D0:96:40,251202,nv4-A3-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,1,10.179.44.187,A0:59:3A:D0:95:A0,251197,nv4-A1-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,1,10.179.44.189,A0:59:3A:D0:49:80,230588,nv4-A2-v8-014,7.4.2
50_4044_MAR3-B1,4044,AP,2,10.179.44.220,00:14:5A:04:B4:F6,3623-073001-1-05-00001733-2442,AP4-v1,6.11.2-0
50_4044_MAR3-B1,4044,AP,2,10.179.44.221,00:14:5A:04:B0:B8,3623-073001-1-05-00001567-2442,AP3-v1,6.11.2-0
50_4044_MAR3-B1,4044,AP,2,10.179.44.227,00:14:5A:04:B4:19,3623-073001-1-05-00001713-2442,AP2-v1,6.10.0-0
50_4044_MAR3-B1,4044,AP,2,10.179.44.233,00:14:5A:04:B3:64,3623-073001-1-05-00001683-2442,AP1-v1,6.11.2-0
50_4044_MAR3-B1,4044,BOX,2,10.179.44.1,7C:70:BC:70:E2:7F,box1-t44.dostoneu-nv4.21net.com,2025.2.1 - d79f96d8 - _,6.1.0-31-amd64
50_4044_MAR3-B1,4044,SW,2,10.179.44.182,A0:59:3A:D0:96:C0,251206,nv4-G2-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,2,10.179.44.186,A0:59:3A:D0:92:80,251172,nv4-G3-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,2,10.179.44.188,A0:59:3A:D0:94:60,251187,nv4-G1-v8-014,7.4.2
50_4044_MAR3-B1,4044,AP,3,10.179.44.224,00:14:5A:04:B0:47,3623-073001-1-05-00001546-2442,AP4m-v1-00145a04b047,6.11.2-0
50_4044_MAR3-B1,4044,AP,3,10.179.44.226,00:14:5A:04:B3:68,3623-073001-1-05-00001684-2442,AP3m-v1-00145a04b368,6.10.0-0
50_4044_MAR3-B1,4044,AP,3,10.179.44.231,00:14:5A:04:AF:D3,3623-073001-1-05-00001517-2442,AP1m-v1-00145a04afd3,6.10.0-0
50_4044_MAR3-B1,4044,AP,3,10.179.44.232,00:14:5A:04:AF:CF,3623-073001-1-05-00001516-2442,AP2m-v1-00145a04afcf,6.10.0-0
50_4044_MAR3-B1,4044,SW,3,10.179.44.179,A0:59:3A:D0:93:E0,251183,nv4-E1-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,3,10.179.44.181,A0:59:3A:D0:94:80,251188,nv4-E2-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,3,10.179.44.183,A0:59:3A:D0:93:A0,251181,nv4-E3-v8-014,7.4.2
50_4044_MAR3-B1,4044,AP,4,10.179.44.219,00:14:5A:04:B0:E5,3623-073001-1-05-00001573-2442,AP4m-v1-00145a04b0e5,6.10.0-0
50_4044_MAR3-B1,4044,AP,4,10.179.44.225,00:14:5A:04:B3:9D,3623-073001-1-05-00001695-2442,AP3m-v1-00145a04b39d,6.10.0-0
50_4044_MAR3-B1,4044,AP,4,10.179.44.229,00:14:5A:04:B1:10,3623-073001-1-05-00001579-2442,AP2m-v1-00145a04b110,6.10.0-0
50_4044_MAR3-B1,4044,AP,4,10.179.44.230,00:14:5A:04:B3:74,3623-073001-1-05-00001687-2442,AP1m-v1-00145a04b374,6.11.2-0
50_4044_MAR3-B1,4044,SW,4,10.179.44.178,A0:59:3A:D0:96:60,251203,nv4-B2-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,4,10.179.44.180,A0:59:3A:D0:96:00,251200,nv4-B3-v8-014,7.4.2
50_4044_MAR3-B1,4044,SW,4,10.179.44.185,A0:59:3A:D0:97:C0,251214,nv4-B1-v8-014,7.4.2
50_4045_MAR3-B1,4045,AP,1,10.179.45.218,00:14:5A:04:AD:1C,3623-073001-1-05-00001784-2444,AP4-v1-00145a04ad1c,6.11.2-0
50_4045_MAR3-B1,4045,AP,1,10.179.45.226,00:14:5A:04:B2:74,3623-073001-1-05-00001633-2442,AP3-v1-00145a04b274,6.11.2-0
50_4045_MAR3-B1,4045,AP,1,10.179.45.229,00:14:5A:04:B3:24,3623-073001-1-05-00001667-2442,AP1-v1-00145a04b324,6.11.2-0
50_4045_MAR3-B1,4045,AP,1,10.179.45.230,00:14:5A:04:AD:CA,3623-073001-1-05-00001750-2444,AP2-v1-00145a04adca,6.11.2-0
50_4045_MAR3-B1,4045,SW,1,10.179.45.183,A0:59:3A:D0:90:80,251156,nv4-A2-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,1,10.179.45.184,A0:59:3A:D0:95:80,251196,nv4-A3-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,1,10.179.45.188,A0:59:3A:D0:96:80,251204,nv4-A1-v8-019,7.4.2
50_4045_MAR3-B1,4045,AP,2,10.179.45.220,00:14:5A:04:B2:12,3623-073001-1-05-00001619-2442,AP4-v1-00145a04b212,6.11.2-0
50_4045_MAR3-B1,4045,AP,2,10.179.45.224,00:14:5A:04:B4:7E,3623-073001-1-05-00001723-2442,AP3-v1-00145a04b47e,6.11.2-0
50_4045_MAR3-B1,4045,AP,2,10.179.45.228,00:14:5A:04:B4:EA,3623-073001-1-05-00001732-2442,AP2-v1-00145a04b4ea,6.11.2-0
50_4045_MAR3-B1,4045,AP,2,10.179.45.233,00:14:5A:04:B2:87,3623-073001-1-05-00001636-2442,AP1-v1-00145a04b287,6.11.2-0
50_4045_MAR3-B1,4045,BOX,2,10.179.45.1,7C:70:BC:70:E0:86,box1-t45.dostoneu-nv4.21net.com,2025.2.1 - d79f96d8 - _,6.1.0-31-amd64
50_4045_MAR3-B1,4045,SW,2,10.179.45.178,A0:59:3A:D0:B2:20,251425,nv4-G3-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,2,10.179.45.181,A0:59:3A:D0:37:60,230443,nv4-G2-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,2,10.179.45.186,A0:59:3A:D0:4A:A0,240597,nv4-G1-v8-019,7.4.2
50_4045_MAR3-B1,4045,AP,3,10.179.45.219,00:14:5A:04:B3:B1,3623-073001-1-05-00001700-2442,AP3m-v1-00145a04b3b1,6.11.2-0
50_4045_MAR3-B1,4045,AP,3,10.179.45.221,00:14:5A:04:B2:E0,3623-073001-1-05-00001650-2442,AP4m-v1-00145a04b2e0,6.11.2-0
50_4045_MAR3-B1,4045,AP,3,10.179.45.231,00:14:5A:04:B1:5A,3623-073001-1-05-00001589-2442,AP1m-v1-00145a04b15a,6.11.2-0
50_4045_MAR3-B1,4045,AP,3,10.179.45.232,00:14:5A:04:B3:A1,3623-073001-1-05-00001696-2442,AP2m-v1-00145a04b3a1,6.11.2-0
50_4045_MAR3-B1,4045,SW,3,10.179.45.179,A0:59:3A:D0:95:60,251195,nv4-E1-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,3,10.179.45.180,A0:59:3A:D0:95:C0,251198,nv4-E3-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,3,10.179.45.185,A0:59:3A:D0:58:60,240707,nv4-E2-v8-019,7.4.2
50_4045_MAR3-B1,4045,AP,4,10.179.45.222,00:14:5A:04:B4:35,3623-073001-1-05-00001716-2442,AP4m-v1-00145a04b435,6.11.2-0
50_4045_MAR3-B1,4045,AP,4,10.179.45.223,00:14:5A:04:AD:9A,3623-073001-1-05-00001753-2444,AP2m-v1-00145a04ad9a,6.11.2-0
50_4045_MAR3-B1,4045,AP,4,10.179.45.225,00:14:5A:04:B1:A9,3623-073001-1-05-00001600-2442,AP1m-v1-00145a04b1a9,6.11.2-0
50_4045_MAR3-B1,4045,AP,4,10.179.45.227,00:14:5A:04:AD:96,3623-073001-1-05-00001740-2444,AP3m-v1-00145a04ad96,6.11.2-0
50_4045_MAR3-B1,4045,SW,4,10.179.45.182,A0:59:3A:D0:B4:60,251443,nv4-B2-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,4,10.179.45.187,A0:59:3A:D0:A2:20,251297,nv4-B1-v8-019,7.4.2
50_4045_MAR3-B1,4045,SW,4,10.179.45.189,A0:59:3A:D0:A2:C0,251302,nv4-B3-v8-019,7.4.2
50_4046_MAR3-B1,4046,AP,1,10.179.46.15,,ap1-train-4046,,
50_4046_MAR3-B1,4046,AP,1,10.179.46.16,,ap2-train-4046,,
50_4046_MAR3-B1,4046,AP,1,10.179.46.17,,ap3-train-4046,,
50_4046_MAR3-B1,4046,AP,1,10.179.46.18,,ap4-train-4046,,
50_4046_MAR3-B1,4046,SW,1,10.179.46.11,,sw1-train-4046,,
50_4046_MAR3-B1,4046,SW,1,10.179.46.12,,sw2-train-4046,,
50_4046_MAR3-B1,4046,SW,1,10.179.46.13,,sw3-train-4046,,
50_4046_MAR3-B1,4046,AP,2,10.179.46.35,,ap1-train-4046,,
50_4046_MAR3-B1,4046,AP,2,10.179.46.36,,ap2-train-4046,,
50_4046_MAR3-B1,4046,AP,2,10.179.46.37,,ap3-train-4046,,
50_4046_MAR3-B1,4046,AP,2,10.179.46.38,,ap4-train-4046,,
50_4046_MAR3-B1,4046,BOX,2,10.179.46.1,,box1-train-4046,,
50_4046_MAR3-B1,4046,SW,2,10.179.46.31,,sw1-train-4046,,
50_4046_MAR3-B1,4046,SW,2,10.179.46.32,,sw2-train-4046,,
50_4046_MAR3-B1,4046,SW,2,10.179.46.33,,sw3-train-4046,,
50_4046_MAR3-B1,4046,AP,3,10.179.46.45,,ap1-train-4046,,
50_4046_MAR3-B1,4046,AP,3,10.179.46.46,,ap2-train-4046,,
50_4046_MAR3-B1,4046,AP,3,10.179.46.47,,ap3-train-4046,,
50_4046_MAR3-B1,4046,AP,3,10.179.46.48,,ap4-train-4046,,
50_4046_MAR3-B1,4046,SW,3,10.179.46.41,,sw1-train-4046,,
50_4046_MAR3-B1,4046,SW,3,10.179.46.42,,sw2-train-4046,,
50_4046_MAR3-B1,4046,SW,3,10.179.46.43,,sw3-train-4046,,
50_4046_MAR3-B1,4046,AP,4,10.179.46.65,,ap1-train-4046,,
50_4046_MAR3-B1,4046,AP,4,10.179.46.66,,ap2-train-4046,,
50_4046_MAR3-B1,4046,AP,4,10.179.46.67,,ap3-train-4046,,
50_4046_MAR3-B1,4046,AP,4,10.179.46.68,,ap4-train-4046,,
50_4046_MAR3-B1,4046,SW,4,10.179.46.61,,sw1-train-4046,,
50_4046_MAR3-B1,4046,SW,4,10.179.46.62,,sw2-train-4046,,
50_4046_MAR3-B1,4046,SW,4,10.179.46.63,,sw3-train-4046,,
50_4048_MAR3-B1,4048,AP,1,10.179.48.15,,ap1-train-4048,,
50_4048_MAR3-B1,4048,AP,1,10.179.48.16,,ap2-train-4048,,
50_4048_MAR3-B1,4048,AP,1,10.179.48.17,,ap3-train-4048,,
50_4048_MAR3-B1,4048,AP,1,10.179.48.18,,ap4-train-4048,,
50_4048_MAR3-B1,4048,SW,1,10.179.48.11,,sw1-train-4048,,
50_4048_MAR3-B1,4048,SW,1,10.179.48.12,,sw2-train-4048,,
50_4048_MAR3-B1,4048,SW,1,10.179.48.13,,sw3-train-4048,,
50_4048_MAR3-B1,4048,AP,2,10.179.48.35,,ap1-train-4048,,
50_4048_MAR3-B1,4048,AP,2,10.179.48.36,,ap2-train-4048,,
50_4048_MAR3-B1,4048,AP,2,10.179.48.37,,ap3-train-4048,,
50_4048_MAR3-B1,4048,AP,2,10.179.48.38,,ap4-train-4048,,
50_4048_MAR3-B1,4048,BOX,2,10.179.48.1,,box1-train-4048,,
50_4048_MAR3-B1,4048,SW,2,10.179.48.31,,sw1-train-4048,,
50_4048_MAR3-B1,4048,SW,2,10.179.48.32,,sw2-train-4048,,
50_4048_MAR3-B1,4048,SW,2,10.179.48.33,,sw3-train-4048,,
50_4048_MAR3-B1,4048,AP,3,10.179.48.45,,ap1-train-4048,,
50_4048_MAR3-B1,4048,AP,3,10.179.48.46,,ap2-train-4048,,
50_4048_MAR3-B1,4048,AP,3,10.179.48.47,,ap3-train-4048,,
50_4048_MAR3-B1,4048,AP,3,10.179.48.48,,ap4-train-4048,,
50_4048_MAR3-B1,4048,SW,3,10.179.48.41,,sw1-train-4048,,
50_4048_MAR3-B1,4048,SW,3,10.179.48.42,,sw2-train-4048,,
50_4048_MAR3-B1,4048,SW,3,10.179.48.43,,sw3-train-4048,,
50_4048_MAR3-B1,4048,AP,4,10.179.48.65,,ap1-train-4048,,
50_4048_MAR3-B1,4048,AP,4,10.179.48.66,,ap2-train-4048,,
50_4048_MAR3-B1,4048,AP,4,10.179.48.67,,ap3-train-4048,,
50_4048_MAR3-B1,4048,AP,4,10.179.48.68,,ap4-train-4048,,
50_4048_MAR3-B1,4048,SW,4,10.179.48.61,,sw1-train-4048,,
50_4048_MAR3-B1,4048,SW,4,10.179.48.62,,sw2-train-4048,,
50_4048_MAR3-B1,4048,SW,4,10.179.48.63,,sw3-train-4048,,
50_4049_MAR3-B1,4049,AP,1,10.179.49.15,,ap1-train-4049,,
50_4049_MAR3-B1,4049,AP,1,10.179.49.16,,ap2-train-4049,,
50_4049_MAR3-B1,4049,AP,1,10.179.49.17,,ap3-train-4049,,
50_4049_MAR3-B1,4049,AP,1,10.179.49.18,,ap4-train-4049,,
50_4049_MAR3-B1,4049,SW,1,10.179.49.11,,sw1-train-4049,,
50_4049_MAR3-B1,4049,SW,1,10.179.49.12,,sw2-train-4049,,
50_4049_MAR3-B1,4049,SW,1,10.179.49.13,,sw3-train-4049,,
50_4049_MAR3-B1,4049,AP,2,10.179.49.35,,ap1-train-4049,,
50_4049_MAR3-B1,4049,AP,2,10.179.49.36,,ap2-train-4049,,
50_4049_MAR3-B1,4049,AP,2,10.179.49.37,,ap3-train-4049,,
50_4049_MAR3-B1,4049,AP,2,10.179.49.38,,ap4-train-4049,,
50_4049_MAR3-B1,4049,BOX,2,10.179.49.1,,box1-train-4049,,
50_4049_MAR3-B1,4049,SW,2,10.179.49.31,,sw1-train-4049,,
50_4049_MAR3-B1,4049,SW,2,10.179.49.32,,sw2-train-4049,,
50_4049_MAR3-B1,4049,SW,2,10.179.49.33,,sw3-train-4049,,
50_4049_MAR3-B1,4049,AP,3,10.179.49.45,,ap1-train-4049,,
50_4049_MAR3-B1,4049,AP,3,10.179.49.46,,ap2-train-4049,,
50_4049_MAR3-B1,4049,AP,3,10.179.49.47,,ap3-train-4049,,
50_4049_MAR3-B1,4049,AP,3,10.179.49.48,,ap4-train-4049,,
50_4049_MAR3-B1,4049,SW,3,10.179.49.41,,sw1-train-4049,,
50_4049_MAR3-B1,4049,SW,3,10.179.49.42,,sw2-train-4049,,
50_4049_MAR3-B1,4049,SW,3,10.179.49.43,,sw3-train-4049,,
50_4049_MAR3-B1,4049,AP,4,10.179.49.65,,ap1-train-4049,,
50_4049_MAR3-B1,4049,AP,4,10.179.49.66,,ap2-train-4049,,
50_4049_MAR3-B1,4049,AP,4,10.179.49.67,,ap3-train-4049,,
50_4049_MAR3-B1,4049,AP,4,10.179.49.68,,ap4-train-4049,,
50_4049_MAR3-B1,4049,SW,4,10.179.49.61,,sw1-train-4049,,
50_4049_MAR3-B1,4049,SW,4,10.179.49.62,,sw2-train-4049,,
50_4049_MAR3-B1,4049,SW,4,10.179.49.63,,sw3-train-4049,,
50_4050_MAR3-B1,4050,AP,1,10.179.50.218,00:14:5A:04:B3:2C,3623-073001-1-05-00001669-2442,AP4-v1-00145a04b32c,6.10.0-0
50_4050_MAR3-B1,4050,AP,1,10.179.50.221,00:14:5A:04:B3:C1,3623-073001-1-05-00001704-2442,AP2-v1-00145a04b3c1,6.10.0-0
50_4050_MAR3-B1,4050,AP,1,10.179.50.222,00:14:5A:04:AD:44,3623-073001-1-05-00001765-2444,AP1-v1-00145a04ad44,6.10.0-0
50_4050_MAR3-B1,4050,AP,1,10.179.50.223,00:14:5A:04:B3:40,3623-073001-1-05-00001674-2442,AP3-v1-00145a04b340,6.11.2-0
50_4050_MAR3-B1,4050,SW,1,10.179.50.183,A0:59:3A:D0:AC:00,251376,nv4-A1-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,1,10.179.50.184,A0:59:3A:D0:AB:40,251370,nv4-A3-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,1,10.179.50.189,A0:59:3A:D0:B1:20,251417,nv4-A2-v8-021,7.4.2
50_4050_MAR3-B1,4050,AP,2,10.179.50.224,00:14:5A:04:B3:99,3623-073001-1-05-00001694-2442,AP4-v1-00145a04b399,6.10.0-0
50_4050_MAR3-B1,4050,AP,2,10.179.50.228,00:14:5A:04:AD:90,3623-073001-1-05-00001793-2444,AP1-v1-00145a04ad90,6.10.0-0
50_4050_MAR3-B1,4050,AP,2,10.179.50.229,00:14:5A:04:AE:02,3623-073001-1-05-00001789-2444,AP2-v1-00145a04ae02,6.10.0-0
50_4050_MAR3-B1,4050,AP,2,10.179.50.231,00:14:5A:04:AD:B6,3623-073001-1-05-00001785-2444,AP3-v1-00145a04adb6,6.10.0-0
50_4050_MAR3-B1,4050,BOX,2,10.179.50.1,7C:70:BC:70:E3:B7,box1-t50.dostoneu-nv4.21net.com,2025.2.1 - c857b4e4 - _,6.1.0-31-amd64
50_4050_MAR3-B1,4050,SW,2,10.179.50.178,A0:59:3A:D0:40:E0,230519,nv4-G1-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,2,10.179.50.180,A0:59:3A:D0:9E:00,251264,nv4-G3-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,2,10.179.50.181,A0:59:3A:D0:9C:A0,251253,nv4-G2-v8-021,7.4.2
50_4050_MAR3-B1,4050,AP,3,10.179.50.219,00:14:5A:04:B3:3C,3623-073001-1-05-00001673-2442,AP4m-v1-00145a04b33c,6.10.0-0
50_4050_MAR3-B1,4050,AP,3,10.179.50.226,00:14:5A:04:AD:C6,3623-073001-1-05-00001737-2444,AP2m-v1-00145a04adc6,6.10.0-0
50_4050_MAR3-B1,4050,AP,3,10.179.50.227,00:14:5A:04:EF:1D,3623-073001-1-05-00001982-2519,AP3m-v1-00145a04ef1d,6.11.2-0
50_4050_MAR3-B1,4050,AP,3,10.179.50.233,00:14:5A:04:AD:BE,3623-073001-1-05-00001747-2444,AP1m-v1-00145a04adbe,6.10.0-0
50_4050_MAR3-B1,4050,SW,3,10.179.50.179,A0:59:3A:D0:AE:C0,251398,nv4-E2-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,3,10.179.50.186,A0:59:3A:D0:AF:00,251400,nv4-E1-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,3,10.179.50.187,A0:59:3A:D0:AE:00,251392,nv4-E3-v8-021,7.4.2
50_4050_MAR3-B1,4050,AP,4,10.179.50.220,00:14:5A:04:B3:8B,3623-073001-1-05-00001692-2442,AP4m-v1-00145a04b38b,6.10.0-0
50_4050_MAR3-B1,4050,AP,4,10.179.50.225,00:14:5A:04:AD:48,3623-073001-1-05-00001758-2444,AP3m-v1-00145a04ad48,6.11.2-0
50_4050_MAR3-B1,4050,AP,4,10.179.50.230,00:14:5A:04:B3:95,3623-073001-1-05-00001693-2442,AP1m-v1-00145a04b395,6.10.0-0
50_4050_MAR3-B1,4050,AP,4,10.179.50.232,00:14:5A:04:58:33,3623-073001-1-05-00000654-2333,AP2m-v1-00145a045833,6.11.2-0
50_4050_MAR3-B1,4050,SW,4,10.179.50.182,A0:59:3A:D0:91:80,251164,nv4-B3-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,4,10.179.50.185,A0:59:3A:D0:48:40,230578,nv4-B2-v8-021,7.4.2
50_4050_MAR3-B1,4050,SW,4,10.179.50.188,A0:59:3A:D0:97:E0,251215,nv4-B1-v8-021,7.4.2
50_4054_MAR3-B1,4054,AP,1,10.179.54.15,,ap1-train-4054,,
50_4054_MAR3-B1,4054,AP,1,10.179.54.16,,ap2-train-4054,,
50_4054_MAR3-B1,4054,AP,1,10.179.54.17,,ap3-train-4054,,
50_4054_MAR3-B1,4054,AP,1,10.179.54.18,,ap4-train-4054,,
50_4054_MAR3-B1,4054,SW,1,10.179.54.11,,sw1-train-4054,,
50_4054_MAR3-B1,4054,SW,1,10.179.54.12,,sw2-train-4054,,
